,Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status,Race/Ethnicity_index,Sex_index,Department_index,Regular/Temporary_index,Employee Status_index
7610,White,M,Seattle City Light,37,49,R,A,0.0,0.0,1.0,0.0,0.0
7611,White,M,Seattle Public Library,62,68,R,A,0.0,0.0,6.0,0.0,0.0
7612,White,M,Seattle Center,44,36,T,A,0.0,0.0,9.0,1.0,0.0
7613,White,M,Seattle Center,59,36,T,A,0.0,0.0,9.0,1.0,0.0
7614,White,F,Fire Department,35,31,R,A,0.0,1.0,5.0,0.0,0.0
7615,White,M,Fire Department,36,43,R,A,0.0,0.0,5.0,0.0,0.0
7616,White,F,Fire Department,35,35,R,A,0.0,1.0,5.0,0.0,0.0
7617,White,F,Education & Early Learning,35,74,R,A,0.0,1.0,15.0,0.0,0.0
7618,White,M,Parks & Recreation,37,41,R,A,0.0,0.0,0.0,0.0,0.0
7619,White,M,Seattle Center,34,25,T,A,0.0,0.0,9.0,1.0,0.0
7620,White,F,Police Department,46,55,R,A,0.0,1.0,2.0,0.0,0.0
7621,White,M,Police Department,39,55,R,A,0.0,0.0,2.0,0.0,0.0
7622,White,M,Fire Department,33,57,R,A,0.0,0.0,5.0,0.0,0.0
7623,White,M,Parks & Recreation,42,40,R,A,0.0,0.0,0.0,0.0,0.0
7624,White,F,Neighborhoods,61,40,R,A,0.0,1.0,18.0,0.0,0.0
7625,White,M,Seattle Public Utilities,31,34,R,A,0.0,0.0,3.0,0.0,0.0
7626,White,M,Seattle Public Utilities,34,35,R,A,0.0,0.0,3.0,0.0,0.0
7627,White,M,Police Department,44,57,R,A,0.0,0.0,2.0,0.0,0.0
7628,White,F,Seattle City Light,58,71,R,A,0.0,1.0,1.0,0.0,0.0
7629,White,F,Construction & Inspections,33,44,R,A,0.0,1.0,11.0,0.0,0.0
7630,White,F,Law Department,51,33,R,A,0.0,1.0,13.0,0.0,0.0
7631,White,M,Police Department,43,63,R,A,0.0,0.0,2.0,0.0,0.0
7632,White,M,Seattle Dept of Transportation,40,66,R,A,0.0,0.0,4.0,0.0,0.0
7633,White,F,Information Technology,61,71,R,A,0.0,1.0,8.0,0.0,0.0
7634,White,M,Fire Department,49,61,R,A,0.0,0.0,5.0,0.0,0.0
7635,White,F,Parks & Recreation,19,19,T,A,0.0,1.0,0.0,1.0,0.0
7636,White,M,Police Department,38,55,R,P,0.0,0.0,2.0,0.0,2.0
7637,White,M,Seattle Dept of Transportation,46,47,R,A,0.0,0.0,4.0,0.0,0.0
7638,White,F,Law Department,58,40,R,A,0.0,1.0,13.0,0.0,0.0
7639,White,F,Police Department,52,56,R,A,0.0,1.0,2.0,0.0,0.0
7640,White,F,Seattle Dept of Transportation,52,87,R,A,0.0,1.0,4.0,0.0,0.0
7641,White,F,Seattle Public Utilities,51,71,R,A,0.0,1.0,3.0,0.0,0.0
7642,White,F,Seattle Public Library,47,46,R,A,0.0,1.0,6.0,0.0,0.0
7643,White,M,Finance & Admin Services,33,44,R,A,0.0,0.0,10.0,0.0,0.0
7644,White,M,Police Department,40,40,R,A,0.0,0.0,2.0,0.0,0.0
7645,White,M,Finance & Admin Services,62,63,T,A,0.0,0.0,10.0,1.0,0.0
7646,White,M,Seattle City Light,29,41,R,A,0.0,0.0,1.0,0.0,0.0
7647,White,M,Fire Department,50,63,R,A,0.0,0.0,5.0,0.0,0.0
7648,White,F,Human Services Department,28,33,T,A,0.0,1.0,7.0,1.0,0.0
7649,White,F,Seattle Public Library,35,46,R,A,0.0,1.0,6.0,0.0,0.0
7650,White,M,Seattle Dept of Human Resource,42,23,R,A,0.0,0.0,16.0,0.0,0.0
7651,White,M,Information Technology,40,60,R,A,0.0,0.0,8.0,0.0,0.0
7652,White,M,Seattle Public Utilities,27,45,R,A,0.0,0.0,3.0,0.0,0.0
7653,White,M,Fire Department,39,49,R,A,0.0,0.0,5.0,0.0,0.0
7654,White,M,Seattle Dept of Transportation,46,66,R,A,0.0,0.0,4.0,0.0,0.0
7655,White,F,Seattle Dept of Transportation,56,73,R,A,0.0,1.0,4.0,0.0,0.0
7656,White,F,Planning & Comm Development,22,19,T,A,0.0,1.0,21.0,1.0,0.0
7657,White,M,Police Department,48,55,R,A,0.0,0.0,2.0,0.0,0.0
7658,White,M,Fire Department,28,34,R,A,0.0,0.0,5.0,0.0,0.0
7659,White,M,Police Department,27,45,R,A,0.0,0.0,2.0,0.0,0.0
7660,White,F,Municipal Court,62,56,R,A,0.0,1.0,12.0,0.0,0.0
7661,White,M,Fire Department,53,52,R,A,0.0,0.0,5.0,0.0,0.0
7662,White,M,Human Services Department,39,49,R,A,0.0,0.0,7.0,0.0,0.0
7663,White,F,Seattle Public Library,27,23,R,A,0.0,1.0,6.0,0.0,0.0
7664,White,M,Seattle Public Library,43,42,R,A,0.0,0.0,6.0,0.0,0.0
7665,White,F,Sustainability & Environment,35,47,R,A,0.0,1.0,26.0,0.0,0.0
7666,White,F,Seattle Dept of Transportation,38,66,R,A,0.0,1.0,4.0,0.0,0.0
7667,White,F,Police Department,55,46,R,A,0.0,1.0,2.0,0.0,0.0
7668,White,M,Fire Department,35,38,R,A,0.0,0.0,5.0,0.0,0.0
7669,White,F,Parks & Recreation,20,18,T,A,0.0,1.0,0.0,1.0,0.0
7670,White,M,Seattle Dept of Transportation,23,30,T,A,0.0,0.0,4.0,1.0,0.0
7671,White,F,Finance & Admin Services,43,47,R,A,0.0,1.0,10.0,0.0,0.0
7672,White,M,Police Department,34,47,R,A,0.0,0.0,2.0,0.0,0.0
7673,White,M,Mayor's Office,49,97,R,A,0.0,0.0,24.0,0.0,0.0
7674,White,M,Legislative Department,38,53,R,A,0.0,0.0,17.0,0.0,0.0
7675,White,M,Fire Department,46,46,R,A,0.0,0.0,5.0,0.0,0.0
7676,White,F,Seattle Dept of Transportation,38,43,R,A,0.0,1.0,4.0,0.0,0.0
7677,White,M,Seattle Center,67,18,T,A,0.0,0.0,9.0,1.0,0.0
7678,White,M,Fire Department,49,75,R,A,0.0,0.0,5.0,0.0,0.0
7679,White,F,Parks & Recreation,37,25,T,A,0.0,1.0,0.0,1.0,0.0
7680,White,M,Seattle City Light,39,61,R,A,0.0,0.0,1.0,0.0,0.0
7681,White,F,Education & Early Learning,57,55,R,A,0.0,1.0,15.0,0.0,0.0
7682,White,M,Fire Department,32,43,R,A,0.0,0.0,5.0,0.0,0.0
7683,White,M,Fire Department,54,55,R,A,0.0,0.0,5.0,0.0,0.0
7684,White,M,Parks & Recreation,38,27,R,A,0.0,0.0,0.0,0.0,0.0
7685,White,F,Planning & Comm Development,54,65,R,A,0.0,1.0,21.0,0.0,0.0
7686,White,M,Seattle City Light,31,30,R,A,0.0,0.0,1.0,0.0,0.0
7687,White,F,Finance & Admin Services,34,49,R,A,0.0,1.0,10.0,0.0,0.0
7688,White,M,Seattle Public Utilities,59,38,R,A,0.0,0.0,3.0,0.0,0.0
7689,White,M,Fire Department,40,46,R,A,0.0,0.0,5.0,0.0,0.0
7690,White,F,Office of Housing,45,74,R,A,0.0,1.0,19.0,0.0,0.0
7691,White,M,Seattle Center,67,22,R,A,0.0,0.0,9.0,0.0,0.0
7692,White,M,Information Technology,52,59,T,A,0.0,0.0,8.0,1.0,0.0
7693,White,F,Seattle City Light,64,78,R,A,0.0,1.0,1.0,0.0,0.0
7694,White,F,Construction & Inspections,35,48,R,A,0.0,1.0,11.0,0.0,0.0
7695,White,M,Seattle City Light,48,69,R,A,0.0,0.0,1.0,0.0,0.0
7696,White,F,Police Department,26,47,R,A,0.0,1.0,2.0,0.0,0.0
7697,White,F,Seattle Public Utilities,42,67,R,A,0.0,1.0,3.0,0.0,0.0
7698,White,M,Seattle Public Utilities,48,68,R,A,0.0,0.0,3.0,0.0,0.0
7699,White,M,Seattle City Light,63,30,R,A,0.0,0.0,1.0,0.0,0.0
7700,White,M,Seattle Public Library,39,61,R,L,0.0,0.0,6.0,0.0,1.0
7701,White,M,Seattle Public Library,65,61,R,A,0.0,0.0,6.0,0.0,0.0
7702,White,M,Parks & Recreation,64,30,R,A,0.0,0.0,0.0,0.0,0.0
7703,White,M,Parks & Recreation,50,30,R,A,0.0,0.0,0.0,0.0,0.0
7704,White,M,Information Technology,54,61,R,A,0.0,0.0,8.0,0.0,0.0
7705,White,F,Seattle Public Library,38,46,R,A,0.0,1.0,6.0,0.0,0.0
7706,White,M,Seattle Dept of Transportation,48,35,R,A,0.0,0.0,4.0,0.0,0.0
7707,White,M,Fire Department,50,63,R,A,0.0,0.0,5.0,0.0,0.0
7708,White,F,Seattle Dept of Transportation,31,42,R,A,0.0,1.0,4.0,0.0,0.0
7709,White,M,Seattle Center,53,36,T,A,0.0,0.0,9.0,1.0,0.0
7710,White,M,Police Department,54,59,R,A,0.0,0.0,2.0,0.0,0.0
7711,White,M,Police Department,57,72,R,A,0.0,0.0,2.0,0.0,0.0
7712,White,M,Legislative Department,33,43,R,A,0.0,0.0,17.0,0.0,0.0
7713,White,M,Information Technology,59,62,R,A,0.0,0.0,8.0,0.0,0.0
7714,White,F,Seattle City Light,42,57,R,A,0.0,1.0,1.0,0.0,0.0
7715,White,F,Human Services Department,64,56,R,A,0.0,1.0,7.0,0.0,0.0
7716,White,M,Police Department,44,57,R,A,0.0,0.0,2.0,0.0,0.0
7717,White,M,Seattle City Light,65,56,R,A,0.0,0.0,1.0,0.0,0.0
7718,White,M,Police Department,35,55,R,A,0.0,0.0,2.0,0.0,0.0
7719,White,M,Seattle City Light,50,47,R,A,0.0,0.0,1.0,0.0,0.0
7720,White,M,Parks & Recreation,44,30,R,A,0.0,0.0,0.0,0.0,0.0
7721,White,M,Seattle City Light,44,37,R,A,0.0,0.0,1.0,0.0,0.0
7722,White,F,Police Department,46,69,R,A,0.0,1.0,2.0,0.0,0.0
7723,White,M,Parks & Recreation,27,24,R,A,0.0,0.0,0.0,0.0,0.0
7724,White,F,Parks & Recreation,57,18,T,A,0.0,1.0,0.0,1.0,0.0
7725,White,M,Parks & Recreation,33,28,R,A,0.0,0.0,0.0,0.0,0.0
7726,White,M,Finance & Admin Services,44,69,R,A,0.0,0.0,10.0,0.0,0.0
7727,White,F,Parks & Recreation,54,65,R,A,0.0,1.0,0.0,0.0,0.0
7728,White,F,Seattle Center,68,18,T,A,0.0,1.0,9.0,1.0,0.0
7729,White,M,Seattle Center,54,18,T,A,0.0,0.0,9.0,1.0,0.0
7730,White,F,Seattle Public Library,48,26,R,A,0.0,1.0,6.0,0.0,0.0
7731,White,M,Finance & Admin Services,63,44,R,A,0.0,0.0,10.0,0.0,0.0
7732,White,F,Seattle Public Library,46,38,R,A,0.0,1.0,6.0,0.0,0.0
7733,White,F,Finance & Admin Services,46,55,R,A,0.0,1.0,10.0,0.0,0.0
7734,White,M,Fire Department,44,51,R,A,0.0,0.0,5.0,0.0,0.0
7735,White,M,Seattle City Light,59,61,R,A,0.0,0.0,1.0,0.0,0.0
7736,White,M,Police Department,38,57,R,A,0.0,0.0,2.0,0.0,0.0
7737,White,M,Police Department,61,92,R,A,0.0,0.0,2.0,0.0,0.0
7738,White,M,Seattle Public Utilities,52,51,R,A,0.0,0.0,3.0,0.0,0.0
7739,White,M,Police Department,53,59,R,A,0.0,0.0,2.0,0.0,0.0
7740,White,M,Parks & Recreation,17,19,T,A,0.0,0.0,0.0,1.0,0.0
7741,White,M,Information Technology,60,60,R,A,0.0,0.0,8.0,0.0,0.0
7742,White,M,Finance & Admin Services,55,65,R,A,0.0,0.0,10.0,0.0,0.0
7743,White,M,Fire Department,51,63,R,A,0.0,0.0,5.0,0.0,0.0
7744,White,M,Fire Department,37,33,R,A,0.0,0.0,5.0,0.0,0.0
7745,White,M,Seattle Center,55,36,T,A,0.0,0.0,9.0,1.0,0.0
7746,White,F,Finance & Admin Services,47,44,R,A,0.0,1.0,10.0,0.0,0.0
7747,White,M,Fire Department,41,46,R,A,0.0,0.0,5.0,0.0,0.0
7748,White,M,Fire Department,48,55,R,A,0.0,0.0,5.0,0.0,0.0
7749,White,M,Seattle Center,44,46,R,A,0.0,0.0,9.0,0.0,0.0
7750,White,F,Police Department,42,46,R,A,0.0,1.0,2.0,0.0,0.0
7751,White,M,Seattle Public Utilities,62,57,R,A,0.0,0.0,3.0,0.0,0.0
7752,White,F,Fire Department,41,51,R,A,0.0,1.0,5.0,0.0,0.0
7753,White,F,Seattle Public Library,38,38,R,A,0.0,1.0,6.0,0.0,0.0
7754,White,M,Construction & Inspections,60,37,R,A,0.0,0.0,11.0,0.0,0.0
7755,White,F,Law Department,54,75,R,A,0.0,1.0,13.0,0.0,0.0
7756,White,F,Seattle Public Library,56,22,R,A,0.0,1.0,6.0,0.0,0.0
7757,White,M,Seattle Public Library,47,26,R,A,0.0,0.0,6.0,0.0,0.0
7758,White,F,Seattle Public Library,50,38,R,A,0.0,1.0,6.0,0.0,0.0
7759,White,M,Fire Department,52,22,R,A,0.0,0.0,5.0,0.0,0.0
7760,White,M,Seattle Center,64,36,T,A,0.0,0.0,9.0,1.0,0.0
7761,White,F,Information Technology,58,56,R,A,0.0,1.0,8.0,0.0,0.0
7762,White,M,Seattle Public Utilities,62,57,R,A,0.0,0.0,3.0,0.0,0.0
7763,White,M,Seattle Public Utilities,37,47,R,A,0.0,0.0,3.0,0.0,0.0
7764,White,M,Finance & Admin Services,44,44,R,A,0.0,0.0,10.0,0.0,0.0
7765,White,M,Seattle Dept of Transportation,43,53,R,L,0.0,0.0,4.0,0.0,1.0
7766,White,M,Seattle Public Library,66,38,R,A,0.0,0.0,6.0,0.0,0.0
7767,White,M,Parks & Recreation,18,19,T,A,0.0,0.0,0.0,1.0,0.0
7768,White,M,Seattle City Light,61,61,R,A,0.0,0.0,1.0,0.0,0.0
7769,White,F,Seattle Public Utilities,48,65,R,A,0.0,1.0,3.0,0.0,0.0
7770,White,F,Human Services Department,25,34,T,A,0.0,1.0,7.0,1.0,0.0
7771,White,M,Seattle City Light,60,49,R,A,0.0,0.0,1.0,0.0,0.0
7772,White,M,Parks & Recreation,50,55,T,A,0.0,0.0,0.0,1.0,0.0
7773,White,M,Parks & Recreation,43,38,R,A,0.0,0.0,0.0,0.0,0.0
7774,White,M,Information Technology,50,64,R,A,0.0,0.0,8.0,0.0,0.0
7775,White,M,Fire Department,33,46,R,A,0.0,0.0,5.0,0.0,0.0
7776,White,M,Seattle Public Utilities,50,51,R,A,0.0,0.0,3.0,0.0,0.0
7777,White,M,Fire Department,40,58,R,A,0.0,0.0,5.0,0.0,0.0
7778,White,F,Commnty Sfty and Comm Ctr Dept,31,47,R,A,0.0,1.0,14.0,0.0,0.0
7779,White,F,Construction & Inspections,71,41,R,A,0.0,1.0,11.0,0.0,0.0
7780,White,M,Seattle Dept of Transportation,30,18,R,A,0.0,0.0,4.0,0.0,0.0
7781,White,M,Finance & Admin Services,48,70,R,A,0.0,0.0,10.0,0.0,0.0
7782,White,F,Sustainability & Environment,51,63,R,A,0.0,1.0,26.0,0.0,0.0
7783,White,M,Police Department,35,31,R,A,0.0,0.0,2.0,0.0,0.0
7784,White,F,Law Department,65,53,R,A,0.0,1.0,13.0,0.0,0.0
7785,White,F,Fire Department,41,54,R,A,0.0,1.0,5.0,0.0,0.0
7786,White,M,Fire Department,49,48,R,A,0.0,0.0,5.0,0.0,0.0
7787,White,M,Planning & Comm Development,56,59,R,A,0.0,0.0,21.0,0.0,0.0
7788,White,M,Commnty Sfty and Comm Ctr Dept,48,66,R,P,0.0,0.0,14.0,0.0,2.0
7789,White,F,Parks & Recreation,65,51,R,A,0.0,1.0,0.0,0.0,0.0
7790,White,F,Seattle Public Utilities,36,58,R,A,0.0,1.0,3.0,0.0,0.0
7791,White,M,Seattle Public Utilities,62,37,R,A,0.0,0.0,3.0,0.0,0.0
7792,White,M,Information Technology,58,72,R,A,0.0,0.0,8.0,0.0,0.0
7793,White,M,Fire Department,56,50,R,A,0.0,0.0,5.0,0.0,0.0
7794,White,F,Parks & Recreation,28,19,T,A,0.0,1.0,0.0,1.0,0.0
7795,White,M,Seattle Center,61,48,R,A,0.0,0.0,9.0,0.0,0.0
7796,White,F,Seattle Public Utilities,42,38,R,A,0.0,1.0,3.0,0.0,0.0
7797,White,M,Seattle City Light,42,69,R,A,0.0,0.0,1.0,0.0,0.0
7798,White,F,Seattle Dept of Transportation,31,53,R,A,0.0,1.0,4.0,0.0,0.0
7799,White,F,Parks & Recreation,22,24,T,A,0.0,1.0,0.0,1.0,0.0
7800,White,M,Information Technology,70,62,R,A,0.0,0.0,8.0,0.0,0.0
7801,White,M,Finance & Admin Services,42,31,R,A,0.0,0.0,10.0,0.0,0.0
7802,White,M,Finance & Admin Services,64,48,R,A,0.0,0.0,10.0,0.0,0.0
7803,White,M,Seattle Dept of Transportation,50,35,R,A,0.0,0.0,4.0,0.0,0.0
7804,White,F,Law Department,39,70,R,A,0.0,1.0,13.0,0.0,0.0
7805,White,M,Seattle City Light,60,71,R,A,0.0,0.0,1.0,0.0,0.0
7806,White,M,Police Department,42,57,R,A,0.0,0.0,2.0,0.0,0.0
7807,White,F,Seattle Public Utilities,56,33,R,A,0.0,1.0,3.0,0.0,0.0
7808,White,M,Law Department,51,49,R,A,0.0,0.0,13.0,0.0,0.0
7809,White,F,Seattle Dept of Transportation,57,34,R,A,0.0,1.0,4.0,0.0,0.0
7810,White,M,Seattle City Light,62,45,R,A,0.0,0.0,1.0,0.0,0.0
7811,White,F,Police Department,47,56,R,A,0.0,1.0,2.0,0.0,0.0
7812,White,F,Seattle Public Utilities,33,56,R,A,0.0,1.0,3.0,0.0,0.0
7813,White,M,Fire Department,49,47,R,A,0.0,0.0,5.0,0.0,0.0
7814,White,F,Seattle Dept of Human Resource,61,68,R,A,0.0,1.0,16.0,0.0,0.0
7815,White,M,Police Department,50,77,R,A,0.0,0.0,2.0,0.0,0.0
7816,White,F,Seattle Dept of Transportation,35,62,R,A,0.0,1.0,4.0,0.0,0.0
7817,White,F,Law Department,43,71,R,A,0.0,1.0,13.0,0.0,0.0
7818,White,M,Seattle City Light,45,69,R,A,0.0,0.0,1.0,0.0,0.0
7819,White,M,Fire Department,45,46,R,A,0.0,0.0,5.0,0.0,0.0
7820,White,M,Information Technology,53,61,R,A,0.0,0.0,8.0,0.0,0.0
7821,White,M,Police Department,44,55,R,A,0.0,0.0,2.0,0.0,0.0
7822,White,M,Finance & Admin Services,45,40,R,A,0.0,0.0,10.0,0.0,0.0
7823,White,F,Seattle Public Utilities,35,38,R,A,0.0,1.0,3.0,0.0,0.0
7824,White,M,Fire Department,56,74,R,A,0.0,0.0,5.0,0.0,0.0
7825,White,F,Seattle Center,39,31,R,A,0.0,1.0,9.0,0.0,0.0
7826,White,M,Information Technology,47,70,R,A,0.0,0.0,8.0,0.0,0.0
7827,White,M,Seattle Dept of Transportation,60,39,R,A,0.0,0.0,4.0,0.0,0.0
7828,White,M,Human Services Department,47,40,R,A,0.0,0.0,7.0,0.0,0.0
7829,White,M,Information Technology,46,57,R,A,0.0,0.0,8.0,0.0,0.0
7830,White,M,Seattle Dept of Transportation,39,34,R,A,0.0,0.0,4.0,0.0,0.0
7831,White,M,Seattle Center,72,36,T,A,0.0,0.0,9.0,1.0,0.0
7832,White,F,Seattle Public Utilities,26,39,R,A,0.0,1.0,3.0,0.0,0.0
7833,White,M,Information Technology,63,66,R,A,0.0,0.0,8.0,0.0,0.0
7834,White,M,Information Technology,61,67,R,A,0.0,0.0,8.0,0.0,0.0
7835,White,M,Legislative Department,52,67,R,A,0.0,0.0,17.0,0.0,0.0
7836,White,M,Seattle Public Utilities,59,46,R,A,0.0,0.0,3.0,0.0,0.0
7837,White,F,Parks & Recreation,29,25,T,A,0.0,1.0,0.0,1.0,0.0
7838,White,F,Fire Department,56,76,R,A,0.0,1.0,5.0,0.0,0.0
7839,White,F,Seattle Center,59,48,R,A,0.0,1.0,9.0,0.0,0.0
7840,White,F,Parks & Recreation,28,19,T,A,0.0,1.0,0.0,1.0,0.0
7841,White,M,Police Department,43,56,R,A,0.0,0.0,2.0,0.0,0.0
7842,White,M,Police Department,56,70,R,A,0.0,0.0,2.0,0.0,0.0
7843,White,F,Law Department,35,51,R,A,0.0,1.0,13.0,0.0,0.0
7844,White,F,Seattle Public Utilities,37,43,R,A,0.0,1.0,3.0,0.0,0.0
7845,White,F,Seattle City Light,52,67,R,A,0.0,1.0,1.0,0.0,0.0
7846,White,M,Fire Department,40,52,R,L,0.0,0.0,5.0,0.0,1.0
7847,White,F,Seattle Public Library,34,46,R,A,0.0,1.0,6.0,0.0,0.0
7848,White,F,Construction & Inspections,49,55,R,A,0.0,1.0,11.0,0.0,0.0
7849,White,M,Police Department,55,67,R,A,0.0,0.0,2.0,0.0,0.0
7850,White,M,Parks & Recreation,45,40,R,A,0.0,0.0,0.0,0.0,0.0
7851,White,M,Fire Department,28,41,R,A,0.0,0.0,5.0,0.0,0.0
7852,White,M,Legislative Department,33,18,T,A,0.0,0.0,17.0,1.0,0.0
7853,White,M,Seattle Public Utilities,42,62,R,A,0.0,0.0,3.0,0.0,0.0
7854,White,F,Finance & Admin Services,41,44,R,A,0.0,1.0,10.0,0.0,0.0
7855,White,M,Police Department,35,54,R,A,0.0,0.0,2.0,0.0,0.0
7856,White,M,Police Department,37,47,R,A,0.0,0.0,2.0,0.0,0.0
7857,White,F,Police Department,38,54,R,A,0.0,1.0,2.0,0.0,0.0
7858,White,M,Finance & Admin Services,55,38,R,A,0.0,0.0,10.0,0.0,0.0
7859,White,F,Parks & Recreation,34,29,T,A,0.0,1.0,0.0,1.0,0.0
7860,White,M,Seattle City Light,52,54,R,A,0.0,0.0,1.0,0.0,0.0
7861,White,F,Commnty Sfty and Comm Ctr Dept,36,39,R,A,0.0,1.0,14.0,0.0,0.0
7862,White,M,Seattle Center,68,24,R,A,0.0,0.0,9.0,0.0,0.0
7863,White,F,Parks & Recreation,33,18,T,A,0.0,1.0,0.0,1.0,0.0
7864,White,F,Seattle Dept of Transportation,60,28,T,A,0.0,1.0,4.0,1.0,0.0
7865,White,F,Seattle Dept of Transportation,33,36,R,A,0.0,1.0,4.0,0.0,0.0
7866,White,M,Police Department,33,54,R,A,0.0,0.0,2.0,0.0,0.0
7867,White,M,Seattle City Light,51,31,R,A,0.0,0.0,1.0,0.0,0.0
7868,White,M,Police Department,34,40,R,A,0.0,0.0,2.0,0.0,0.0
7869,White,M,Seattle Public Utilities,61,57,R,A,0.0,0.0,3.0,0.0,0.0
7870,White,F,Information Technology,43,61,R,A,0.0,1.0,8.0,0.0,0.0
7871,White,M,Seattle Dept of Transportation,48,61,R,A,0.0,0.0,4.0,0.0,0.0
7872,White,M,Construction & Inspections,64,52,R,A,0.0,0.0,11.0,0.0,0.0
7873,White,F,Construction & Inspections,61,52,R,A,0.0,1.0,11.0,0.0,0.0
7874,White,F,Police Department,52,32,R,A,0.0,1.0,2.0,0.0,0.0
7875,White,F,Seattle Center,65,18,T,A,0.0,1.0,9.0,1.0,0.0
7876,White,M,Seattle City Light,51,61,R,A,0.0,0.0,1.0,0.0,0.0
7877,White,M,Seattle City Light,66,34,R,A,0.0,0.0,1.0,0.0,0.0
7878,White,M,Seattle Dept of Transportation,38,56,R,A,0.0,0.0,4.0,0.0,0.0
7879,White,M,Seattle Public Utilities,39,18,R,A,0.0,0.0,3.0,0.0,0.0
7880,White,F,Office for Civil Rights,18,19,T,A,0.0,1.0,25.0,1.0,0.0
7881,White,M,Police Department,35,47,R,A,0.0,0.0,2.0,0.0,0.0
7882,White,M,Seattle Dept of Transportation,37,49,T,A,0.0,0.0,4.0,1.0,0.0
7883,White,M,Information Technology,53,63,R,A,0.0,0.0,8.0,0.0,0.0
7884,White,F,Arts & Culture,50,32,R,A,0.0,1.0,22.0,0.0,0.0
7885,White,F,Seattle Dept of Transportation,61,57,R,A,0.0,1.0,4.0,0.0,0.0
7886,White,F,Seattle Dept of Transportation,34,49,R,A,0.0,1.0,4.0,0.0,0.0
7887,White,M,Seattle City Light,62,77,R,A,0.0,0.0,1.0,0.0,0.0
7888,White,M,Seattle Center,72,57,R,A,0.0,0.0,9.0,0.0,0.0
7889,White,M,Fire Department,33,43,R,A,0.0,0.0,5.0,0.0,0.0
7890,White,M,Seattle Public Utilities,49,35,R,A,0.0,0.0,3.0,0.0,0.0
7891,White,M,Information Technology,31,51,R,A,0.0,0.0,8.0,0.0,0.0
7892,White,M,Seattle Public Utilities,42,67,R,A,0.0,0.0,3.0,0.0,0.0
7893,White,F,Seattle Dept of Transportation,29,28,R,A,0.0,1.0,4.0,0.0,0.0
7894,White,M,Seattle City Light,61,79,R,A,0.0,0.0,1.0,0.0,0.0
7895,White,M,Police Department,53,58,R,A,0.0,0.0,2.0,0.0,0.0
7896,White,F,Seattle Public Utilities,19,23,T,A,0.0,1.0,3.0,1.0,0.0
7897,White,M,Parks & Recreation,38,29,R,A,0.0,0.0,0.0,0.0,0.0
7898,White,M,Seattle Dept of Transportation,55,66,R,A,0.0,0.0,4.0,0.0,0.0
7899,White,M,Police Department,35,63,R,A,0.0,0.0,2.0,0.0,0.0
7900,White,M,Fire Department,34,46,R,A,0.0,0.0,5.0,0.0,0.0
7901,White,F,Seattle Dept of Transportation,37,46,R,A,0.0,1.0,4.0,0.0,0.0
7902,White,M,Fire Department,30,46,R,A,0.0,0.0,5.0,0.0,0.0
7903,White,M,Fire Department,35,41,R,A,0.0,0.0,5.0,0.0,0.0
7904,White,F,Law Department,59,75,R,A,0.0,1.0,13.0,0.0,0.0
7905,White,M,Seattle Public Utilities,43,85,R,A,0.0,0.0,3.0,0.0,0.0
7906,White,M,Seattle City Light,30,41,R,A,0.0,0.0,1.0,0.0,0.0
7907,White,M,Police Department,37,62,R,A,0.0,0.0,2.0,0.0,0.0
7908,White,F,Seattle City Light,37,48,R,A,0.0,1.0,1.0,0.0,0.0
7909,White,M,Parks & Recreation,65,19,T,A,0.0,0.0,0.0,1.0,0.0
7910,White,F,Fire Department,28,36,R,A,0.0,1.0,5.0,0.0,0.0
7911,White,M,Seattle Public Library,49,64,R,A,0.0,0.0,6.0,0.0,0.0
7912,White,F,Police Department,61,60,R,A,0.0,1.0,2.0,0.0,0.0
7913,White,M,Seattle Public Utilities,41,71,R,A,0.0,0.0,3.0,0.0,0.0
7914,White,F,Police Department,62,70,R,A,0.0,1.0,2.0,0.0,0.0
7915,White,M,Police Department,63,92,R,A,0.0,0.0,2.0,0.0,0.0
7916,White,F,Seattle Public Utilities,51,57,R,A,0.0,1.0,3.0,0.0,0.0
7917,White,M,Seattle City Light,65,38,R,A,0.0,0.0,1.0,0.0,0.0
7918,White,F,Seattle Public Library,66,48,R,A,0.0,1.0,6.0,0.0,0.0
7919,White,M,Seattle City Light,38,33,R,A,0.0,0.0,1.0,0.0,0.0
7920,White,M,Police Department,36,55,R,A,0.0,0.0,2.0,0.0,0.0
7921,White,M,Finance & Admin Services,63,61,R,A,0.0,0.0,10.0,0.0,0.0
7922,White,F,Seattle City Light,21,19,T,A,0.0,1.0,1.0,1.0,0.0
7923,White,M,Seattle Public Utilities,48,51,R,A,0.0,0.0,3.0,0.0,0.0
7924,White,F,Police Department,47,59,R,A,0.0,1.0,2.0,0.0,0.0
7925,White,M,Finance & Admin Services,37,46,R,A,0.0,0.0,10.0,0.0,0.0
7926,White,F,Information Technology,52,63,R,A,0.0,1.0,8.0,0.0,0.0
7927,White,M,Police Department,51,50,R,A,0.0,0.0,2.0,0.0,0.0
7928,White,M,Seattle City Light,55,67,R,A,0.0,0.0,1.0,0.0,0.0
7929,White,M,Parks & Recreation,54,46,R,A,0.0,0.0,0.0,0.0,0.0
7930,White,M,Seattle City Light,51,65,R,A,0.0,0.0,1.0,0.0,0.0
