Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status
Black or African American,F,Parks & Recreation,40,18.56,T,A
Black or African American,F,Parks & Recreation,51,18.56,T,A
Black or African American,F,Seattle Public Library,17,17.27,R,A
Black or African American,M,Seattle Public Library,68,46.07,R,A
Black or African American,M,Parks & Recreation,60,54.34,R,A
Black or African American,F,Construction & Inspections,61,35.05,T,A
Black or African American,M,Parks & Recreation,49,29.03,T,A
Black or African American,M,Arts & Culture,36,38.86,R,A
Black or African American,M,Police Department,41,41.83,R,A
Black or African American,F,Seattle Dept of Transportation,65,34.08,R,A
Black or African American,F,Parks & Recreation,23,17.27,T,A
Black or African American,M,Parks & Recreation,51,41.18,R,A
Black or African American,F,Human Services Department,16,17.27,T,A
Black or African American,M,Seattle Public Utilities,46,45.28,R,A
Black or African American,M,Police Department,31,54.29,R,A
Black or African American,M,Seattle City Light,49,69.6,R,A
Black or African American,M,Seattle Public Utilities,42,67.28,R,A
Black or African American,F,Parks & Recreation,56,31.35,R,A
Black or African American,M,Information Technology,46,90.55,R,A
Black or African American,F,Parks & Recreation,71,18.56,T,A
Black or African American,M,Fire Department,31,34.81,R,A
Black or African American,M,Seattle Public Library,60,28.29,R,A
Black or African American,M,Police Department,37,33.44,R,A
Black or African American,F,Seattle Public Utilities,27,26.88,R,A
Black or African American,F,Parks & Recreation,26,18.56,T,A
Black or African American,M,Parks & Recreation,19,20.27,R,A
Black or African American,F,Finance & Admin Services,35,38.37,R,A
Black or African American,M,Seattle Center,37,35.26,R,A
Black or African American,F,Human Services Department,24,17.27,T,A
Black or African American,M,Parks & Recreation,41,24.82,R,A
Black or African American,M,Parks & Recreation,60,30.09,R,A
Black or African American,M,Parks & Recreation,22,25.58,T,A
Black or African American,F,Seattle Public Library,24,23.46,R,A
Black or African American,F,Human Services Department,35,31.86,T,A
Black or African American,F,Parks & Recreation,21,18.56,T,A
Black or African American,F,Parks & Recreation,20,19.51,T,A
Black or African American,F,Parks & Recreation,48,20.75,T,A
Black or African American,M,Law Department,38,43.34,R,A
Black or African American,F,Parks & Recreation,46,62.607,R,A
Black or African American,F,Education & Early Learning,46,70,R,A
Black or African American,F,Parks & Recreation,65,31.35,R,A
Black or African American,M,Seattle Dept of Transportation,37,47.51,R,A
Black or African American,F,Parks & Recreation,54,19.29,T,A
Black or African American,M,Parks & Recreation,35,18.56,T,A
Black or African American,F,Seattle Public Library,46,24.67,R,A
Black or African American,F,Finance & Admin Services,49,39.04,R,A
Black or African American,M,Human Services Department,17,17.27,T,A
Black or African American,M,Parks & Recreation,49,18.56,T,A
Black or African American,M,Human Services Department,19,17.27,T,A
Black or African American,M,Police Department,58,57.44,R,A
Black or African American,M,Police Department,62,92.03,R,A
Black or African American,F,Human Services Department,26,28,R,A
Black or African American,F,Finance & Admin Services,33,26.05,T,A
Black or African American,F,Education & Early Learning,34,37.84,T,A
Black or African American,M,Fire Department,34,34.81,R,A
Black or African American,M,Office of Labor Standards,40,51.34,R,A
Black or African American,M,Police Department,31,45.96,R,A
Black or African American,M,Human Services Department,23,17.27,T,A
Black or African American,F,Parks & Recreation,20,18.56,T,A
Black or African American,M,Seattle Public Library,36,31.97,R,A
Black or African American,M,Seattle Center,74,25.58,T,A
Black or African American,M,Seattle Dept of Transportation,30,34.08,R,A
Black or African American,F,Finance & Admin Services,59,48.48,R,A
Black or African American,M,Construction & Inspections,46,57.87,R,A
Black or African American,F,Seattle City Light,37,34.6,R,A
Black or African American,F,Seattle Public Library,27,28.5,R,A
Black or African American,M,Neighborhoods,42,59.33,R,A
Black or African American,M,Parks & Recreation,46,18.56,T,A
Black or African American,F,Parks & Recreation,31,27.19,R,A
Black or African American,F,Seattle City Light,41,42.42,R,A
Black or African American,F,Seattle Public Utilities,50,38,R,A
Black or African American,F,Construction & Inspections,30,44.95,R,A
Black or African American,M,Police Department,54,60.58,R,A
Black or African American,M,Seattle Dept of Transportation,22,31.02,R,A
Black or African American,F,Office of Housing,38,41.66,R,A
Black or African American,F,Seattle Public Utilities,38,40.08,R,A
Black or African American,M,Seattle Public Utilities,69,38.81,R,A
Black or African American,F,Human Services Department,20,17.27,T,A
Black or African American,F,Seattle City Light,45,31.35,R,A
Black or African American,M,Police Department,30,50.03,R,A
Black or African American,M,Parks & Recreation,41,46.68,R,A
Black or African American,F,Office of Labor Standards,60,31.35,R,A
Black or African American,M,Education & Early Learning,33,55.276,R,A
Black or African American,M,Parks & Recreation,41,18.56,T,A
Black or African American,M,Fire Department,43,60.87,R,A
Black or African American,F,Neighborhoods,58,47.276,R,A
Black or African American,M,Fire Department,59,54.61,R,A
Black or African American,M,Information Technology,27,52.06,R,A
Black or African American,M,Seattle Dept of Transportation,48,39.16,R,A
Black or African American,F,Parks & Recreation,59,25.58,T,A
Black or African American,F,Parks & Recreation,51,18.56,T,A
Black or African American,M,Seattle Dept of Transportation,58,30.09,R,A
Black or African American,M,Parks & Recreation,58,34.08,R,A
Black or African American,F,Information Technology,54,63.419,R,A
Black or African American,F,Seattle Public Utilities,52,29.29,R,A
Black or African American,M,Fire Department,39,76.83,R,A
Black or African American,M,Seattle City Light,46,61.86,R,A
Black or African American,M,Parks & Recreation,37,18.56,T,A
Black or African American,F,Human Services Department,18,17.27,T,A
Black or African American,F,Neighborhoods,32,48.16,R,A
Black or African American,M,Seattle Dept of Transportation,46,30.09,T,A
Black or African American,M,Seattle Public Utilities,55,70.762,R,A
Black or African American,F,Commnty Sfty and Comm Ctr Dept,23,40.67,R,A
Black or African American,F,Seattle Public Utilities,42,33.79,R,A
Black or African American,M,Parks & Recreation,49,30.09,R,A
Black or African American,F,Mayor's Office,74,38.314,R,A
Black or African American,F,Neighborhoods,58,49.359,R,A
Black or African American,F,Parks & Recreation,53,43.34,R,A
Black or African American,M,Neighborhoods,40,46.68,R,A
Black or African American,F,Hearing Examiner,45,28,T,A
Black or African American,M,Seattle Dept of Transportation,59,38.6,R,A
Black or African American,M,Parks & Recreation,56,46.58,R,A
Black or African American,F,Seattle City Light,62,74.5,R,A
Black or African American,M,Finance & Admin Services,59,38.32,R,A
Black or African American,M,Law Department,65,58.6518,R,A
Black or African American,M,Seattle Public Utilities,41,52.256,R,A
Black or African American,F,Parks & Recreation,72,18.56,T,A
Black or African American,M,Seattle City Light,57,62.59,R,A
Black or African American,F,Human Services Department,21,17.27,T,A
Black or African American,F,Municipal Court,43,68.996,R,A
Black or African American,M,Parks & Recreation,67,29.54,R,A
Black or African American,F,Commnty Sfty and Comm Ctr Dept,32,32.47,R,A
Black or African American,F,Seattle City Light,46,40.86,R,A
Black or African American,M,Seattle Public Utilities,44,41.61,R,A
Black or African American,M,Seattle Public Utilities,41,34.08,R,A
Black or African American,M,Office of Inspector General,56,55.556,R,A
Black or African American,M,Education & Early Learning,40,49.49,R,A
Black or African American,F,Seattle Dept of Human Resource,35,40.08,R,A
Black or African American,M,City Auditor,26,56,R,A
Black or African American,F,Human Services Department,55,35.79,R,A
Black or African American,M,Information Technology,26,60.563,R,A
Black or African American,M,Police Department,30,44.01,R,A
Black or African American,M,Parks & Recreation,22,22.78,R,A
Black or African American,M,Parks & Recreation,51,36.47,R,A
Black or African American,M,Finance & Admin Services,34,24.55,R,A
Black or African American,F,Parks & Recreation,59,20.75,T,A
Black or African American,F,Human Services Department,16,17.27,T,A
Black or African American,M,Seattle Public Utilities,46,37.32,R,A
Black or African American,M,Seattle Dept of Transportation,36,23.4,T,A
Black or African American,M,Fire Department,30,38.98,R,A
Black or African American,M,Seattle Center,45,36.05,T,A
Black or African American,M,Fire Department,39,51.07,R,A
Black or African American,F,Parks & Recreation,25,18.56,T,A
Black or African American,M,Fire Department,40,43.98,R,A
Black or African American,F,Human Services Department,42,36.47,R,L
Black or African American,M,Seattle Public Utilities,67,39.59,R,A
Black or African American,F,Parks & Recreation,42,19.64,R,A
Black or African American,F,Mayor's Office,48,55.0767,R,A
Black or African American,F,Municipal Court,31,30.48,R,A
Black or African American,M,Human Services Department,41,46.46,R,A
Black or African American,F,Seattle Public Utilities,58,46.68,R,A
Black or African American,M,Human Services Department,27,31.86,R,A
Black or African American,M,Parks & Recreation,42,31.35,R,A
Black or African American,M,Seattle Public Utilities,44,44.21,R,A
Black or African American,M,Parks & Recreation,30,19.64,R,A
Black or African American,M,Seattle City Light,40,61.86,R,A
Black or African American,M,Human Services Department,18,17.27,T,A
Black or African American,F,Finance & Admin Services,59,37.84,R,A
Black or African American,M,Seattle City Light,48,52.41,R,A
Black or African American,M,Seattle Public Utilities,25,39.59,R,A
Black or African American,M,Seattle City Light,39,33.14,R,A
Black or African American,M,Parks & Recreation,33,30.09,R,A
Black or African American,F,Community Police Commission,42,96.46,R,A
Black or African American,M,Seattle Dept of Human Resource,32,64.212,R,A
Black or African American,F,Seattle Public Utilities,48,34.47,R,A
Black or African American,F,Parks & Recreation,30,35.05,R,A
Black or African American,M,Municipal Court,40,50.63,R,A
Black or African American,F,Police Department,49,39.56,R,A
Black or African American,F,Human Services Department,21,17.27,T,A
Black or African American,M,Fire Department,38,61.28,R,A
Black or African American,F,Seattle Public Utilities,43,53.45,R,A
Black or African American,M,Seattle Public Utilities,66,37.32,R,A
Black or African American,F,Construction & Inspections,65,34.94,R,A
Black or African American,M,Information Technology,60,61.048,R,A
Black or African American,M,Fire Department,38,46.9,R,A
Black or African American,M,Office of Labor Standards,40,46.68,R,A
Black or African American,M,Seattle City Light,67,61.86,R,A
Black or African American,F,Seattle Public Library,50,23.38,R,A
Black or African American,M,Fire Department,40,41.07,R,A
Black or African American,M,Parks & Recreation,48,47.34,R,A
Black or African American,M,Commnty Sfty and Comm Ctr Dept,30,32.47,R,A
Black or African American,M,Seattle Dept of Transportation,60,46.29,R,A
Black or African American,M,Seattle Center,47,21.96,T,A
Black or African American,F,Seattle Public Utilities,29,26.88,R,A
Black or African American,F,Seattle City Light,23,30.72,R,A
Black or African American,M,Fire Department,30,36.9,R,A
Black or African American,F,Seattle Center,53,92.259,R,A
Black or African American,M,Human Services Department,18,17.27,T,A
Black or African American,F,Parks & Recreation,40,18.56,T,A
Black or African American,M,Seattle Dept of Transportation,50,35.46,R,A
Black or African American,M,Immigrant & Refugee Affairs,30,41.66,R,A
Black or African American,M,Seattle City Light,30,23.4,T,A
Black or African American,M,Seattle Public Utilities,33,42.57,T,A
